Entity,Code,Year,UHC Service Coverage Index (SDG 3.8.1)
Mexico,MEX,2000,56.00663
Mexico,MEX,2005,60.71852
Mexico,MEX,2010,65.82896
Mexico,MEX,2015,73.53358
Mexico,MEX,2017,74.15421
Mexico,MEX,2019,74.40357
Mexico,MEX,2021,74.54783
Micronesia (country),FSM,2000,36.45238
Micronesia (country),FSM,2005,39.26851
Micronesia (country),FSM,2010,46.50378
Micronesia (country),FSM,2015,46.212
Micronesia (country),FSM,2017,49.32232
Micronesia (country),FSM,2019,46.44151
Micronesia (country),FSM,2021,47.65958
Moldova,MDA,2000,51.27183
Moldova,MDA,2005,54.44264
Moldova,MDA,2010,63.26561
Moldova,MDA,2015,69.84919
Moldova,MDA,2017,70.94097
Moldova,MDA,2019,71.65233
Moldova,MDA,2021,70.75371
Monaco,MCO,2000,73.16138
Monaco,MCO,2005,77.71615
Monaco,MCO,2010,80
Monaco,MCO,2015,80
Monaco,MCO,2017,80
Monaco,MCO,2019,80
Monaco,MCO,2021,80
Mongolia,MNG,2000,46.42946
Mongolia,MNG,2005,48.5035
Mongolia,MNG,2010,58.8462
Mongolia,MNG,2015,66.38216
Mongolia,MNG,2017,66.90777
Mongolia,MNG,2019,67.2755
Mongolia,MNG,2021,64.95104
Montenegro,MNE,2000,59.60315
Montenegro,MNE,2005,64.16195
Montenegro,MNE,2010,67.11888
Montenegro,MNE,2015,69.36111
Montenegro,MNE,2017,71.1473
Montenegro,MNE,2019,72.34895
Montenegro,MNE,2021,71.94123
Morocco,MAR,2000,40.65284
Morocco,MAR,2005,51.0325
Morocco,MAR,2010,58.01295
Morocco,MAR,2015,64.70197
Morocco,MAR,2017,68.74636
Morocco,MAR,2019,68.43913
Morocco,MAR,2021,69.45202
Mozambique,MOZ,2000,19.62433
Mozambique,MOZ,2005,23.30048
Mozambique,MOZ,2010,30.67427
Mozambique,MOZ,2015,40.27244
Mozambique,MOZ,2017,43.39595
Mozambique,MOZ,2019,43.08124
Mozambique,MOZ,2021,43.9927
Myanmar,MMR,2000,25.22501
Myanmar,MMR,2005,32.21199
Myanmar,MMR,2010,44.60143
Myanmar,MMR,2015,53.395
Myanmar,MMR,2017,54.06368
Myanmar,MMR,2019,59.73309
Myanmar,MMR,2021,52.44712
Namibia,NAM,2000,38.58296
Namibia,NAM,2005,48.50308
Namibia,NAM,2010,57.40187
Namibia,NAM,2015,62.6862
Namibia,NAM,2017,63.30084
Namibia,NAM,2019,62.22477
Namibia,NAM,2021,62.63717
Nauru,NRU,2000,35.09056
Nauru,NRU,2005,40.20208
Nauru,NRU,2010,51.97902
Nauru,NRU,2015,57.20006
Nauru,NRU,2017,58.65583
Nauru,NRU,2019,59.52347
Nauru,NRU,2021,60.35399
Nepal,NPL,2000,19.64187
Nepal,NPL,2005,25.13433
Nepal,NPL,2010,37.36217
Nepal,NPL,2015,47.1465
Nepal,NPL,2017,44.6829
Nepal,NPL,2019,50.0143
Nepal,NPL,2021,53.66346
Netherlands,NLD,2000,75.1118
Netherlands,NLD,2005,77.57281
Netherlands,NLD,2010,80
Netherlands,NLD,2015,80
Netherlands,NLD,2017,80
Netherlands,NLD,2019,80
Netherlands,NLD,2021,80
New Zealand,NZL,2000,75.44692
New Zealand,NZL,2005,80
New Zealand,NZL,2010,80
New Zealand,NZL,2015,80
New Zealand,NZL,2017,80
New Zealand,NZL,2019,80
New Zealand,NZL,2021,80
Nicaragua,NIC,2000,46.70932
Nicaragua,NIC,2005,53.45306
Nicaragua,NIC,2010,65.59571
Nicaragua,NIC,2015,70.83757
Nicaragua,NIC,2017,72.58722
Nicaragua,NIC,2019,72.8346
Nicaragua,NIC,2021,70.31471
Niger,NER,2000,15.03218
Niger,NER,2005,19.16178
Niger,NER,2010,29.97222
Niger,NER,2015,32.23807
Niger,NER,2017,32.77244
Niger,NER,2019,33.79233
Niger,NER,2021,34.98468
Nigeria,NGA,2000,19.98557
Nigeria,NGA,2005,24.40609
Nigeria,NGA,2010,34.00522
Nigeria,NGA,2015,38.75619
Nigeria,NGA,2017,39.34686
Nigeria,NGA,2019,42.80322
Nigeria,NGA,2021,38.42341
Niue,NIU,2000,42.3637
Niue,NIU,2005,43.66346
Niue,NIU,2010,53.49199
Niue,NIU,2015,59.22666
Niue,NIU,2017,61.33382
Niue,NIU,2019,63.16185
Niue,NIU,2021,43.59322
North Korea,PRK,2000,46.04457
North Korea,PRK,2005,49.07719
North Korea,PRK,2010,53.3358
North Korea,PRK,2015,42.94707
North Korea,PRK,2017,72.96504
North Korea,PRK,2019,72.15644
North Korea,PRK,2021,67.97488
North Macedonia,MKD,2000,57.59447
North Macedonia,MKD,2005,58.14938
North Macedonia,MKD,2010,64.25138
North Macedonia,MKD,2015,72.75167
North Macedonia,MKD,2017,74.3683
North Macedonia,MKD,2019,73.6663
North Macedonia,MKD,2021,73.52955
Norway,NOR,2000,72.26675
Norway,NOR,2005,80
Norway,NOR,2010,80
Norway,NOR,2015,80
Norway,NOR,2017,80
Norway,NOR,2019,80
Norway,NOR,2021,80
Oman,OMN,2000,60.68038
Oman,OMN,2005,62.46003
Oman,OMN,2010,66.87055
Oman,OMN,2015,68.74741
Oman,OMN,2017,69.48683
Oman,OMN,2019,70.18557
Oman,OMN,2021,69.89807
Pakistan,PAK,2000,21.7702
Pakistan,PAK,2005,28.20218
Pakistan,PAK,2010,32.97353
Pakistan,PAK,2015,39.57821
Pakistan,PAK,2017,42.63682
Pakistan,PAK,2019,44.49096
Pakistan,PAK,2021,45.20959
Palau,PLW,2000,47.37368
Palau,PLW,2005,49.13772
Palau,PLW,2010,57.84193
Palau,PLW,2015,64.63821
Palau,PLW,2017,67.04
Palau,PLW,2019,65.98124
Palau,PLW,2021,64.77206
Panama,PAN,2000,61.6098
Panama,PAN,2005,67.40448
Panama,PAN,2010,71.88011
Panama,PAN,2015,74.58967
Panama,PAN,2017,77.35477
Panama,PAN,2019,78.79041
Panama,PAN,2021,78.21974
Papua New Guinea,PNG,2000,24.8393
Papua New Guinea,PNG,2005,25.98899
Papua New Guinea,PNG,2010,33.07228
Papua New Guinea,PNG,2015,35.60206
Papua New Guinea,PNG,2017,33.35481
Papua New Guinea,PNG,2019,30.01612
Papua New Guinea,PNG,2021,30.39468
Paraguay,PRY,2000,47.50436
Paraguay,PRY,2005,58.50354
Paraguay,PRY,2010,68.03709
Paraguay,PRY,2015,71.91619
Paraguay,PRY,2017,73.45425
Paraguay,PRY,2019,73.72123
Paraguay,PRY,2021,72.27225
Peru,PER,2000,47.89023
Peru,PER,2005,58.55022
Peru,PER,2010,70.04292
Peru,PER,2015,76.0701
Peru,PER,2017,75.35568
Peru,PER,2019,74.96297
Peru,PER,2021,71.10895
Philippines,PHL,2000,36.31266
Philippines,PHL,2005,38.40657
Philippines,PHL,2010,47.95707
Philippines,PHL,2015,57.40672
Philippines,PHL,2017,60.10928
Philippines,PHL,2019,59.87902
Philippines,PHL,2021,58.21226
Poland,POL,2000,65.79383
Poland,POL,2005,71.48678
Poland,POL,2010,75.49274
Poland,POL,2015,80
Poland,POL,2017,80
Poland,POL,2019,80
Poland,POL,2021,80
Portugal,PRT,2000,73.56623
Portugal,PRT,2005,80
Portugal,PRT,2010,80
Portugal,PRT,2015,80
Portugal,PRT,2017,80
Portugal,PRT,2019,80
Portugal,PRT,2021,80
Qatar,QAT,2000,52.24769
Qatar,QAT,2005,53.7298
Qatar,QAT,2010,66.79881
Qatar,QAT,2015,72.93346
Qatar,QAT,2017,72.17193
Qatar,QAT,2019,75.35207
Qatar,QAT,2021,76.42062
Romania,ROU,2000,68.63213
Romania,ROU,2005,71.76083
Romania,ROU,2010,73.72845
Romania,ROU,2015,77.64096
Romania,ROU,2017,78.08285
Romania,ROU,2019,78.57488
Romania,ROU,2021,78.39335
Russia,RUS,2000,54.26154
Russia,RUS,2005,49.88257
Russia,RUS,2010,70.12196
Russia,RUS,2015,73.75881
Russia,RUS,2017,77.49385
Russia,RUS,2019,79.06899
Russia,RUS,2021,79.15902
Rwanda,RWA,2000,18.7014
Rwanda,RWA,2005,26.07757
Rwanda,RWA,2010,38.95656
Rwanda,RWA,2015,43.89061
Rwanda,RWA,2017,48.07314
Rwanda,RWA,2019,47.45173
Rwanda,RWA,2021,48.55309
Saint Kitts and Nevis,KNA,2000,53.13859
Saint Kitts and Nevis,KNA,2005,66.0196
Saint Kitts and Nevis,KNA,2010,72.38799
Saint Kitts and Nevis,KNA,2015,75.88739
Saint Kitts and Nevis,KNA,2017,76.09689
Saint Kitts and Nevis,KNA,2019,76.77564
Saint Kitts and Nevis,KNA,2021,78.95278
Saint Lucia,LCA,2000,49.39138
Saint Lucia,LCA,2005,61.98908
Saint Lucia,LCA,2010,67.65661
Saint Lucia,LCA,2015,73.88802
Saint Lucia,LCA,2017,73.79628
Saint Lucia,LCA,2019,76.52474
Saint Lucia,LCA,2021,76.81477
Saint Vincent and the Grenadines,VCT,2000,48.76612
Saint Vincent and the Grenadines,VCT,2005,60.98172
Saint Vincent and the Grenadines,VCT,2010,67.72204
Saint Vincent and the Grenadines,VCT,2015,72.2798
Saint Vincent and the Grenadines,VCT,2017,76.11737
Saint Vincent and the Grenadines,VCT,2019,76.30333
Saint Vincent and the Grenadines,VCT,2021,68.83349
Samoa,WSM,2000,40.53957
Samoa,WSM,2005,38.58097
Samoa,WSM,2010,47.86596
Samoa,WSM,2015,52.68977
Samoa,WSM,2017,54.11195
Samoa,WSM,2019,55.02263
Samoa,WSM,2021,55.12797
San Marino,SMR,2000,68.98303
San Marino,SMR,2005,72.95224
San Marino,SMR,2010,75.25352
San Marino,SMR,2015,79.36187
San Marino,SMR,2017,80
San Marino,SMR,2019,77.21336
San Marino,SMR,2021,77.1058
Sao Tome and Principe,STP,2000,32.70851
Sao Tome and Principe,STP,2005,37.24185
Sao Tome and Principe,STP,2010,46.8507
Sao Tome and Principe,STP,2015,51.65538
Sao Tome and Principe,STP,2017,54.69579
Sao Tome and Principe,STP,2019,60.22453
Sao Tome and Principe,STP,2021,58.78933
Saudi Arabia,SAU,2000,64.68455
Saudi Arabia,SAU,2005,67.25365
Saudi Arabia,SAU,2010,68.96962
Saudi Arabia,SAU,2015,70.73363
Saudi Arabia,SAU,2017,72.599
Saudi Arabia,SAU,2019,72.39696
Saudi Arabia,SAU,2021,74.3674
Senegal,SEN,2000,21.14888
Senegal,SEN,2005,25.37049
Senegal,SEN,2010,36.98137
Senegal,SEN,2015,45.02056
Senegal,SEN,2017,48.54812
Senegal,SEN,2019,50.53169
Senegal,SEN,2021,50.08955
Serbia,SRB,2000,44.35506
Serbia,SRB,2005,62.85669
Serbia,SRB,2010,63.36807
Serbia,SRB,2015,71.87019
Serbia,SRB,2017,73.30007
Serbia,SRB,2019,77.03038
Serbia,SRB,2021,71.67236
Seychelles,SYC,2000,44.24134
Seychelles,SYC,2005,47.97737
Seychelles,SYC,2010,59.41133
Seychelles,SYC,2015,72.83885
Seychelles,SYC,2017,75.37238
Seychelles,SYC,2019,73.70173
Seychelles,SYC,2021,74.57317
Sierra Leone,SLE,2000,14.3157
Sierra Leone,SLE,2005,16.4179
Sierra Leone,SLE,2010,26.73673
Sierra Leone,SLE,2015,34.8883
Sierra Leone,SLE,2017,38.69389
Sierra Leone,SLE,2019,38.31223
Sierra Leone,SLE,2021,41.00435
Singapore,SGP,2000,63.87043
Singapore,SGP,2005,70.14104
Singapore,SGP,2010,80
Singapore,SGP,2015,80
Singapore,SGP,2017,80
Singapore,SGP,2019,80
Singapore,SGP,2021,80
Slovakia,SVK,2000,64.85145
Slovakia,SVK,2005,73.00352
Slovakia,SVK,2010,75.63513
Slovakia,SVK,2015,80
Slovakia,SVK,2017,80
Slovakia,SVK,2019,80
Slovakia,SVK,2021,80
Slovenia,SVN,2000,72.78382
Slovenia,SVN,2005,73.62452
Slovenia,SVN,2010,77.43741
Slovenia,SVN,2015,80
Slovenia,SVN,2017,80
Slovenia,SVN,2019,80
Slovenia,SVN,2021,80
Solomon Islands,SLB,2000,30.9107
Solomon Islands,SLB,2005,32.23912
Solomon Islands,SLB,2010,40.09755
Solomon Islands,SLB,2015,45.26013
Solomon Islands,SLB,2017,46.62469
Solomon Islands,SLB,2019,46.3896
Solomon Islands,SLB,2021,47.2799
Somalia,SOM,2000,10.69952
Somalia,SOM,2005,12.36933
Somalia,SOM,2010,17.37231
Somalia,SOM,2015,21.16915
Somalia,SOM,2017,24.64832
Somalia,SOM,2019,25.60999
Somalia,SOM,2021,26.79095
South Africa,ZAF,2000,43.06644
South Africa,ZAF,2005,51.49383
South Africa,ZAF,2010,62.6583
South Africa,ZAF,2015,69.84427
South Africa,ZAF,2017,71.45163
South Africa,ZAF,2019,71.00739
South Africa,ZAF,2021,70.9511
South Korea,KOR,2000,73.20142
South Korea,KOR,2005,77.24309
South Korea,KOR,2010,80
South Korea,KOR,2015,80
South Korea,KOR,2017,80
South Korea,KOR,2019,80
South Korea,KOR,2021,80
South Sudan,SSD,2000,17.96568
South Sudan,SSD,2005,19.12855
South Sudan,SSD,2010,22.70779
South Sudan,SSD,2015,27.30866
South Sudan,SSD,2017,29.77759
South Sudan,SSD,2019,31.18415
South Sudan,SSD,2021,34.17734
South-East Asia (WHO),WHO_SEAR,2000,29.73478
South-East Asia (WHO),WHO_SEAR,2005,34.44448
South-East Asia (WHO),WHO_SEAR,2010,47.23974
South-East Asia (WHO),WHO_SEAR,2015,55.65748
South-East Asia (WHO),WHO_SEAR,2017,59.10732
South-East Asia (WHO),WHO_SEAR,2019,61.89774
South-East Asia (WHO),WHO_SEAR,2021,61.53943
Spain,ESP,2000,68.74818
Spain,ESP,2005,73.6699
Spain,ESP,2010,77.63302
Spain,ESP,2015,80
Spain,ESP,2017,80
Spain,ESP,2019,80
Spain,ESP,2021,80
Sri Lanka,LKA,2000,43.76064
Sri Lanka,LKA,2005,48.07618
Sri Lanka,LKA,2010,54.61721
Sri Lanka,LKA,2015,61.13587
Sri Lanka,LKA,2017,65.21196
Sri Lanka,LKA,2019,65.78252
Sri Lanka,LKA,2021,66.73998
Sudan,SDN,2000,24.80419
Sudan,SDN,2005,27.02324
Sudan,SDN,2010,35.65147
Sudan,SDN,2015,42.66123
Sudan,SDN,2017,44.94618
Sudan,SDN,2019,44.5537
Sudan,SDN,2021,43.53126
Suriname,SUR,2000,45.25257
Suriname,SUR,2005,58.09045
Suriname,SUR,2010,64.7199
Suriname,SUR,2015,71.33347
Suriname,SUR,2017,72.27364
Suriname,SUR,2019,72.29755
Suriname,SUR,2021,62.66269
Sweden,SWE,2000,72.33821
Sweden,SWE,2005,75.9309
Sweden,SWE,2010,80
Sweden,SWE,2015,80
Sweden,SWE,2017,80
Sweden,SWE,2019,80
Sweden,SWE,2021,80
Switzerland,CHE,2000,74.98363
Switzerland,CHE,2005,79.48193
Switzerland,CHE,2010,80
Switzerland,CHE,2015,80
Switzerland,CHE,2017,80
Switzerland,CHE,2019,80
Switzerland,CHE,2021,80
Syria,SYR,2000,46.07927
Syria,SYR,2005,52.43646
Syria,SYR,2010,58.25027
Syria,SYR,2015,59.83709
Syria,SYR,2017,61.5679
Syria,SYR,2019,61.59771
Syria,SYR,2021,64.12852
Tajikistan,TJK,2000,42.48084
Tajikistan,TJK,2005,46.26333
Tajikistan,TJK,2010,58.42437
Tajikistan,TJK,2015,68.16235
Tajikistan,TJK,2017,68.81573
Tajikistan,TJK,2019,69.53428
Tajikistan,TJK,2021,67.24715
Tanzania,TZA,2000,19.56862
Tanzania,TZA,2005,23.36851
Tanzania,TZA,2010,33.19517
Tanzania,TZA,2015,37.88104
Tanzania,TZA,2017,39.90318
Tanzania,TZA,2019,41.58988
Tanzania,TZA,2021,42.62791
Thailand,THA,2000,43.18711
Thailand,THA,2005,59.16866
Thailand,THA,2010,67.68145
Thailand,THA,2015,75.68045
Thailand,THA,2017,80
Thailand,THA,2019,80
Thailand,THA,2021,80
Togo,TGO,2000,18.67918
Togo,TGO,2005,24.5421
Togo,TGO,2010,29.62984
Togo,TGO,2015,39.61168
Togo,TGO,2017,42.7466
Togo,TGO,2019,41.39977
Togo,TGO,2021,44.00792
Tonga,TON,2000,43.2936
Tonga,TON,2005,44.61647
Tonga,TON,2010,52.79188
Tonga,TON,2015,54.12032
Tonga,TON,2017,55.8647
Tonga,TON,2019,56.80285
Tonga,TON,2021,56.68787
Trinidad and Tobago,TTO,2000,52.74739
Trinidad and Tobago,TTO,2005,66.0619
Trinidad and Tobago,TTO,2010,72.03561
Trinidad and Tobago,TTO,2015,77.20811
Trinidad and Tobago,TTO,2017,76.93326
Trinidad and Tobago,TTO,2019,76.01939
Trinidad and Tobago,TTO,2021,75.0049
Tunisia,TUN,2000,44.01251
Tunisia,TUN,2005,57.5374
Tunisia,TUN,2010,60.61248
Tunisia,TUN,2015,63.27863
Tunisia,TUN,2017,64.88946
Tunisia,TUN,2019,68.29424
Tunisia,TUN,2021,67.13705
Turkey,TUR,2000,57.10386
Turkey,TUR,2005,63.95932
Turkey,TUR,2010,65.80634
Turkey,TUR,2015,76.33004
Turkey,TUR,2017,76.64689
Turkey,TUR,2019,76.65077
Turkey,TUR,2021,75.58542
Turkmenistan,TKM,2000,54.28495
Turkmenistan,TKM,2005,62.43292
Turkmenistan,TKM,2010,67.9454
Turkmenistan,TKM,2015,71.75587
Turkmenistan,TKM,2017,73.25834
Turkmenistan,TKM,2019,74.41952
Turkmenistan,TKM,2021,74.70721
Tuvalu,TUV,2000,37.39676
Tuvalu,TUV,2005,40.02587
Tuvalu,TUV,2010,48.6541
Tuvalu,TUV,2015,52.42924
Tuvalu,TUV,2017,51.94547
Tuvalu,TUV,2019,52.30556
Tuvalu,TUV,2021,52.40868
Uganda,UGA,2000,21.75011
Uganda,UGA,2005,27.80427
Uganda,UGA,2010,36.46073
Uganda,UGA,2015,43.0267
Uganda,UGA,2017,45.84126
Uganda,UGA,2019,48.10522
Uganda,UGA,2021,48.5671
Ukraine,UKR,2000,52.67456
Ukraine,UKR,2005,54.25643
Ukraine,UKR,2010,64.65137
Ukraine,UKR,2015,68.50453
Ukraine,UKR,2017,70.85789
Ukraine,UKR,2019,76.57785
Ukraine,UKR,2021,75.50772
United Arab Emirates,ARE,2000,48.48775
United Arab Emirates,ARE,2005,59.04102
United Arab Emirates,ARE,2010,61.98754
United Arab Emirates,ARE,2015,71.58994
United Arab Emirates,ARE,2017,72.97377
United Arab Emirates,ARE,2019,75.03922
United Arab Emirates,ARE,2021,80
United Kingdom,GBR,2000,72.03758
United Kingdom,GBR,2005,78.71256
United Kingdom,GBR,2010,80
United Kingdom,GBR,2015,80
United Kingdom,GBR,2017,80
United Kingdom,GBR,2019,80
United Kingdom,GBR,2021,80
United States,USA,2000,77.96876
United States,USA,2005,80
United States,USA,2010,80
United States,USA,2015,80
United States,USA,2017,80
United States,USA,2019,80
United States,USA,2021,80
Uruguay,URY,2000,65.22858
Uruguay,URY,2005,70.28025
Uruguay,URY,2010,77.57634
Uruguay,URY,2015,80
Uruguay,URY,2017,80
Uruguay,URY,2019,80
Uruguay,URY,2021,80
Uzbekistan,UZB,2000,54.79426
Uzbekistan,UZB,2005,55.6623
Uzbekistan,UZB,2010,67.9312
Uzbekistan,UZB,2015,73.06261
Uzbekistan,UZB,2017,73.87034
Uzbekistan,UZB,2019,74.70088
Uzbekistan,UZB,2021,74.84127
Vanuatu,VUT,2000,31.38485
Vanuatu,VUT,2005,30.86052
Vanuatu,VUT,2010,37.76617
Vanuatu,VUT,2015,44.92993
Vanuatu,VUT,2017,44.23804
Vanuatu,VUT,2019,46.36674
Vanuatu,VUT,2021,46.99287
Venezuela,VEN,2000,49.0037
Venezuela,VEN,2005,59.51868
Venezuela,VEN,2010,66.94756
Venezuela,VEN,2015,76.64705
Venezuela,VEN,2017,74.97142
Venezuela,VEN,2019,74.40042
Venezuela,VEN,2021,75.1346
Vietnam,VNM,2000,36.98556
Vietnam,VNM,2005,44.04025
Vietnam,VNM,2010,58.99083
Vietnam,VNM,2015,68.22915
Vietnam,VNM,2017,70.21927
Vietnam,VNM,2019,69.46246
Vietnam,VNM,2021,68.08401
Western Pacific (WHO),WHO_WPAC,2000,48.51195
Western Pacific (WHO),WHO_WPAC,2005,57.30132
Western Pacific (WHO),WHO_WPAC,2010,66.27006
Western Pacific (WHO),WHO_WPAC,2015,74.8032
Western Pacific (WHO),WHO_WPAC,2017,77.5291
Western Pacific (WHO),WHO_WPAC,2019,78.83364
Western Pacific (WHO),WHO_WPAC,2021,78.78694
World,OWID_WRL,2000,44.62809
World,OWID_WRL,2005,49.78249
World,OWID_WRL,2010,58.02955
World,OWID_WRL,2015,64.53692
World,OWID_WRL,2017,66.71644
World,OWID_WRL,2019,67.89145
World,OWID_WRL,2021,67.51741
Yemen,YEM,2000,28.35013
Yemen,YEM,2005,29.89151
Yemen,YEM,2010,38.74886
Yemen,YEM,2015,39.47222
Yemen,YEM,2017,41.15677
Yemen,YEM,2019,42.40922
Yemen,YEM,2021,42.4872
Zambia,ZMB,2000,28.17749
Zambia,ZMB,2005,34.16745
Zambia,ZMB,2010,44.77538
Zambia,ZMB,2015,51.59778
Zambia,ZMB,2017,53.23087
Zambia,ZMB,2019,53.5129
Zambia,ZMB,2021,55.83556
Zimbabwe,ZWE,2000,30.00444
Zimbabwe,ZWE,2005,31.41146
Zimbabwe,ZWE,2010,46.01314
Zimbabwe,ZWE,2015,56.01437
Zimbabwe,ZWE,2017,57.00583
Zimbabwe,ZWE,2019,55.38052
Zimbabwe,ZWE,2021,55.04284
